,artist_name,song_names,song_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
408,Charlie Puth,One Call Away,67,0.40299999999999997,0.667,194453,0.613,0.0,1,0.115,-5.353,1,0.0344,91.024,4,0.47
409,Charlie Puth,Dangerously,61,0.364,0.696,199133,0.517,0.0,2,0.19699999999999998,-8.379,0,0.0366,112.291,3,0.23
410,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),85,0.0609,0.85,205040,0.569,0.0816,5,0.1,-8.152000000000001,0,0.136,80.02,4,0.294
411,A$AP Rocky,PICK IT UP (feat. A$AP Rocky),71,0.0149,0.9209999999999999,191252,0.467,0.00023799999999999998,1,0.33399999999999996,-8.443,1,0.11900000000000001,135.995,4,0.287
412,A$AP Rocky,Sundress,76,0.17600000000000002,0.721,158206,0.7040000000000001,3.71e-06,6,0.14300000000000002,-6.364,1,0.0606,125.00399999999999,4,0.735
413,A$AP Rocky,Potato Salad,74,0.308,0.5379999999999999,182493,0.612,0.0,2,0.213,-6.02,1,0.424,168.197,4,0.684
414,A$AP Rocky,L$D,73,0.193,0.598,238307,0.252,0.138,2,0.0992,-15.085999999999999,1,0.0647,120.06,4,0.0352
415,A$AP Rocky,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",73,0.17,0.545,131674,0.975,0.0,10,0.145,-3.193,0,0.45399999999999996,123.906,5,0.609
416,A$AP Rocky,Everyday,73,0.0101,0.39399999999999996,260987,0.6609999999999999,0.0,4,0.34299999999999997,-8.684,1,0.193,149.822,4,0.335
417,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",68,0.024,0.852,233787,0.693,0.0,1,0.11,-6.87,1,0.27399999999999997,95.96700000000001,4,0.66
418,A$AP Rocky,Fukk Sleep,72,0.44299999999999995,0.7929999999999999,192973,0.41200000000000003,7.43e-05,2,0.21899999999999997,-9.305,1,0.364,135.937,4,0.307
419,A$AP Rocky,A$AP Forever,71,0.22399999999999998,0.469,233061,0.78,0.0,10,0.13,-6.49,0,0.122,125.999,4,0.444
420,Sebastian Yatra,Ya No Tiene Novio,86,0.048,0.632,198933,0.8320000000000001,0.0,7,0.0705,-1.9480000000000002,0,0.154,182.18400000000003,4,0.784
421,Sebastian Yatra,Un Año,85,0.14800000000000002,0.7709999999999999,164440,0.382,0.0,1,0.10400000000000001,-6.808,0,0.0514,94.931,4,0.535
422,Sebastian Yatra,Vuelve,77,0.5589999999999999,0.716,224013,0.474,0.0,11,0.135,-6.7139999999999995,1,0.052000000000000005,77.811,4,0.302
423,Sebastian Yatra,Robarte un Beso,77,0.0826,0.742,194742,0.858,0.0,10,0.364,-4.946000000000001,1,0.0483,95.04899999999999,4,0.64
